ID; Name (source); Name (display); Description; Frame Length (bytes); Channel Offset (bits); Channel Length (bits); Channel Name (source); Channel Name (display); Channel Data Type; Channel Description; Calibration Function (CHANNELVAL=...); Calibration Function Inverse (USERVAL=...); Unit; Range Min; Range Max; List Name (source); Part-Of-ID; Start Channel; Num Channel; Mirrored TC ID; Group
1; Reset; Reset; Perform a reset; 1; 0; 8; Magic; Magic number; UnsignedInteger; Magic number to make sure it is a valid reset command. Should equal 0x5A; ; ; ; 0; 0; ; ; 0; 0;
 ; ; ; ; ; 1016; 16; MagmSens31; Magnetometer Sensitivity Matrix S31; SignedInteger; Magnetometer Sensitivity Matrix S31; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 1032; 16; MagmSens32; Magnetometer Sensitivity Matrix S32; SignedInteger; Magnetometer Sensitivity Matrix S32; RAWVAL*0.001; USERVAL*1000.0; ; 0; 0; ;
 ; ; ; ; ; 1048; 16; XRateOffset; X-Rate Sensor Offset; SignedInteger; X-Rate Sensor Offset; RAWVAL*0.001; USERVAL*1000.0; deg/s; 0; 0; ;
 ; ; ; ; ; 1064; 16; YRateOffset; Y-Rate Sensor Offset; SignedInteger; Y-Rate Sensor Offset; RAWVAL*0.001; USERVAL*1000.0; deg/s; 0; 0; ;
 ; ; ; ; ; 1080; 16; ZRateOffset; Z-Rate Sensor Offset; SignedInteger; Z-Rate Sensor Offset; RAWVAL*0.001; USERVAL*1000.0; deg/s; 0; 0; ;
 ; ; ; ; ; 1096; 8; RateSensorMult; RateSensorMult; UnsignedInteger; Multiplier of rate sensor measurement; ; ; ; 0; 0; ;
 ; ; ; ; ; 1104; 16; StarAngle1; StarTracker Mounting Transform Alpha Angle; SignedInteger; StarTracker Mounting Transform Alpha Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 1120; 16; StarAngle2; StarTracker Mounting Transform Beta Angle; SignedInteger; StarTracker Mounting Transform Beta Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 1136; 16; StarAngle3; StarTracker Mounting Transform Gamma Angle; SignedInteger; StarTracker Mounting Transform Gamma Angle; RAWVAL*0.01; USERVAL*100.0; deg; 0; 0; ;
 ; ; ; ; ; 1152; 16; StarExposure; StarTracker exposure time; UnsignedInteger; exposure time register value; ; ; ; 0; 0; ;
 ; ; ; ; ; 1168; 8; DetectionThreshold; StarTracker detection threshold; UnsignedInteger; StarTracker detection threshold; ; ; ; 0; 0; ;
 ; ; ; ; ; 1176; 8; StarThreshold; StarTracker star threshold; UnsignedInteger; StarTracker star threshold; ; ; ; 0; 0; ;
 ; ; ; ; ; 1184; 8; MaxStarMatched; Maximum Star Matched; UnsignedInteger; Maximum of stars that the star tracker will match; ; ; ; 0; 0; ;
 ; ; ; ; ; 1192; 8; MaxStarPixel; Maximum Star Pixel; UnsignedInteger; Maximum pixels in a star; ; ; ; 0; 0; ;
 ; ; ; ; ; 1200; 8; MaxStarNoise; Maximum Star Noise; UnsignedInteger; Maximum star pixel noise; ; ; ; 0; 0; ;
 ; ; ; ; ; 1208; 8; MinStarPixel; Minimum Star Pixel; UnsignedInteger; Minimum pixels in a star; ; ; ; 0; 0; ;
 ; ; ; ; ; 1216; 8; StarErrorMargin; Star Tracker Error Margin; UnsignedInteger; % Error margin of the star identification; RAWVAL*0.01; USERVAL*100.0; %; 0; 0; ;
 ; ; ; ; ; 1224; 32; StarCentX; Star Tracker Centroid X; FloatingPoint; Pixel centroid X; ; ; ; -5000; 5000; ;
 ; ; ; ; ; 1256; 32; StarCentY; Star Tracker Centroid Y; FloatingPoint; Pixel centroid Y; ; ; ; -5000; 5000; ;
 ; ; ; ; ; 1288; 16; StarFocal; Star Tracker Focal Length; UnsignedInteger; Star Tracker Focal Length; RAWVAL*0.0001; USERVAL*10000.0; mm; 0; 0; ;
 ; ; ; ; ; 1304; 8; SyncDelay; Synch Delay; UnsignedInteger; Synchronization delay within star Tracker; ; ; ; 0; 0; ;
 ; ; ; ; ; 1312; 32; Ks; Detumbling Spin Gain; FloatingPoint; Detumbling Spin Gain (Ks); ; ; ; 0; 10000; ;
 ; ; ; ; ; 1344; 32; Kd; Detumbling Damping Gain; FloatingPoint; Detumbling Damping Gain (Kd); ; ; ; 0; 10000; ;
 ; ; ; ; ; 1376; 16; wy_ref; Reference spin rate; SignedInteger; Reference spin rate (wy-ref). Must always be smaller than 0; RAWVAL*0.001; USERVAL*1000.0; deg/s; -100000; 0; ;
 ; ; ; ; ; 1392; 32; Kdf; Fast BDot Detumbling Gain; FloatingPoint; Fast BDot Detumbling Gain; ; ; ; 0; 100; ;
 ; ; ; ; ; 1424; 32; Kh; Y-Momentum Control Gain; FloatingPoint; Y-Momentum Control Gain (Kh); ; ; ; 0; 10000; ;
 ; ; ; ; ; 1456; 32; Kn; Y-momentum Nutation Damping Gain; FloatingPoint; Y-momentum Nutation Damping Gain (Kn); ; ; ; 0; 10000; ;
 ; ; ; ; ; 1488; 32; Kp1; Y-momentum Proportional Gain; FloatingPoint; Y-momentum Proportional Gain (Kp1); ; ; ; 0; 100; ;
 ; ; ; ; ; 1520; 32; Kd1; Y-momentum Derivative Gain; FloatingPoint; Y-momentum Derivative Gain (Kd1); ; ; ; 0; 100; ;
 ; ; ; ; ; 1552; 32; H_ref; Reference Wheel Momentum; FloatingPoint; Reference Wheel Momentum (H-ref). Must always be smaller than 0; ; ; Nms; -10; 0; ;
 ; ; ; ; ; 1584; 32; Kp2; RWheel Proportional Gain; FloatingPoint; RWheel Proportional Gain (Kp2); ; ; ; 0; 100; ;
 ; ; ; ; ; 1616; 32; Kd2; RWheel Derivative Gain; FloatingPoint; RWheel Derivative Gain (Kd2); ; ; ; 0; 100; ;
 ; ; ; ; ; 1648; 32; Kp3; Tracking Proportional Gain; FloatingPoint; Tracking Proportional Gain (Kp3); ; ; ; 0; 100; ;
 ; ; ; ; ; 1680; 32; Kd3; Tracking Derivative Gain; FloatingPoint; Tracking Derivative Gain (Kd3); ; ; ; 0; 100; ;
 ; ; ; ; ; 1712; 32; Ki3; Tracking Integral Gain; FloatingPoint; Tracking Integral Gain (Ki3); ; ; ; 0; 100; ;
 ; ; ; ; ; 1744; 32; Ixx; Moment Of Inertia - Ixx; FloatingPoint; Moment Of Inertia - Ixx; ; ; kg.m^2; 0; 10; ;
 ; ; ; ; ; 1776; 32; Iyy; Moment Of Inertia - Iyy; FloatingPoint; Moment Of Inertia - Iyy; ; ; kg.m^2; 0; 10; ;
 ; ; ; ; ; 1808; 32; Izz; Moment Of Inertia - Izz; FloatingPoint; Moment Of Inertia - Izz; ; ; kg.m^2; 0; 10; ;
 ; ; ; ; ; 1840; 32; Ixy; Moment Of Inertia - Ixy; FloatingPoint; Moment Of Inertia - Ixy; ; ; kg.m^2; -10; 10; ;
 ; ; ; ; ; 1872; 32; Ixz; Moment Of Inertia - Ixz; FloatingPoint; Moment Of Inertia - Ixz; ; ; kg.m^2; -10; 10; ;
 ; ; ; ; ; 1904; 32; Iyz; Moment Of Inertia - Iyz; FloatingPoint; Moment Of Inertia - Iyz; ; ; kg.m^2; -10; 10; ;
 ; ; ; ; ; 1936; 32; MagRateNoise; Magnetometer Rate Filter System Noise; FloatingPoint; Magnetometer Rate Filter System Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 1968; 32; EkfSysNoise; EKF System Noise; FloatingPoint; EKF System Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2000; 32; CssNoise; CSS Measurement Noise; FloatingPoint; CSS Measurement Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2032; 32; SunNoise; Sun Sensor Measurement Noise; FloatingPoint; Sun Sensor Measurement Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2064; 32; NadirNoise; Nadir Sensor Measurement Noise; FloatingPoint; Nadir Sensor Measurement Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2096; 32; MagNoise; Magnetometer Measurement Noise; FloatingPoint; Magnetometer Measurement Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2128; 32; StarNoise; Star Tracker Measurement Noise; FloatingPoint; Star Tracker Measurement Noise; ; ; ; 0; 100; ;
 ; ; ; ; ; 2160; 1; UseSunEst; Use Sun Sensor; Boolean; Use Sun Sensor measurement in EKF; ; ; ; 0; 0; ;
 ; ; ; ; ; 2161; 1; UseNadirEst; Use Nadir Sensor; Boolean; Use Nadir Sensor measurement in EKF; ; ; ; 0; 0; ;
 ; ; ; ; ; 2162; 1; UseCssEst; Use CSS; Boolean; Use CSS measurement in EKF; ; ; ; 0; 0; ;
 ; ; ; ; ; 2163; 1; UseStarEst; Use Star Tracker; Boolean; Use Star Tracker measurement in EKF; ; ; ; 0; 0; ;
 ; ; ; ; ; 2164; 2; MagMode; Magnetometer Mode; Enumeration; Mode describing which magnetometer is used for estimation and control; ; ; ; 0; 0; MagModeVal;
 ; ; ; ; ; 2168; 8; Cam1Cam2Period; Cam1 and Cam2 Sampling Period; UnsignedInteger; Cam1 and Cam2 sensor sampling period. Lower four bits are Cam1 period and upper four bits the Cam2 period. Setting period to zero for sensor will disable sampling of sensor.; ; ; s; 0; 0; ; ; 0; 0; Configuration
21; MagtorqConfig; Set Magnetorquer Configuration; Set magnetorquer configuration parameters; 3; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 0; 3; Configuration
22; WheelConfig; Set Wheel Configuration; Set  wheel configuration parameters; 4; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 3; 4; Configuration
23; GyroConfig; Set Rate Gyro Configuration; Set rate gyro configuration parameters; 3; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 7; 3; Configuration
24; CssConfig1; Set CSS Alignment Configuration; Set photodiode pointing directions; 10; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 10; 10; Configuration
25; CssConfig2; Set CSS Scale Factor Configuration; Set photodiode scale factors; 11; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 20; 11; Configuration
26; Cam1Config; Set Cam1 Sensor Configuration; Set Cam1 sensor configuration parameters; 15; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 31; 9; Configuration
27; Cam2Config; Set Cam2 Sensor Configuration; Set Cam2 sensor configuration parameters; 15; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 40; 9; Configuration
28; NadirMaskConfig1; Set Nadir Sensor Mask Configuration 1; Set Nadir Sensor Mask Configuration 1; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 49; 4; Configuration
29; NadirMaskConfig2; Set Nadir Sensor Mask Configuration 2; Set Nadir Sensor Mask Configuration 2; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 53; 4; Configuration
30; NadirMaskConfig3; Set Nadir Sensor Mask Configuration 3; Set Nadir Sensor Mask Configuration 3; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 57; 4; Configuration
31; NadirMaskConfig4; Set Nadir Sensor Mask Configuration 4; Set Nadir Sensor Mask Configuration 4; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 61; 4; Configuration
32; NadirMaskConfig5; Set Nadir Sensor Mask Configuration 5; Set Nadir Sensor Mask Configuration 5; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 65; 4; Configuration
33; MagConfig1; Set Magnetometer Mounting Configuration; Set magnetometer mounting configuration parameters; 6; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 69; 3; Configuration
34; MagConfig2; Set Magnetometer Offset and Scaling Configuration; Set Magnetometer Offset and Scaling Configuration; 12; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 72; 6; Configuration
35; MagConfig3; Set Magnetometer Sensitivity Configuration; Set Magnetometer Sensitivity Configuration; 12; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 78; 6; Configuration
36; RateConfig; Set Rate Sensor Configuration; Set Rate Sensor Offsets; 7; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 84; 4; Configuration
37; StarConfig; Set Star Tracker Configuration; Set configurations of CubeStar; 26; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 88; 15; Configuration
38; DetumbleParams; Set Detumbling Control Parameters; Set controller gains and reference values for Detumbling control mode; 14; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 103; 4; Configuration
39; YWheelParams; Set Y-Wheel Control Parameters; Set controller gains and reference value for Y-wheel control mode; 20; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 107; 5; Configuration
40; RWheelParams; Set Reaction Wheel Control Parameters; Set controller gains and reference value for reaction wheel control mode; 8; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 112; 2; Configuration
41; MoI; Set Moments of Inertia; Set satellite moments of inertia; 12; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 117; 3; Configuration
42; PoI; Set Products of Inertia; Set satellite products of inertia; 12; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 120; 3; Configuration
43; EstimParams1; Set Estimation Parameters 1; Set estimation noise covariance and sensor mask 1; 16; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 123; 4; Configuration
44; EstimParams2; Set Estimation Parameters 2; Set estimation noise covariance and sensor mask 2; 14; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 127; 9; Configuration
45; OrbitParameters; SGP4 Orbit Parameters; SGP4 Orbit Parameters; 64; 0; 64; Inclination; Inclination; FloatingPoint; Inclination; ; ; deg; 0; 180; ;
 ; ; ; ; ; 64; 64; Eccentricity; Eccentricity; FloatingPoint; Eccentricity; ; ; ; 0; 1; ;
 ; ; ; ; ; 128; 64; Raan; Right-ascension of the Ascending Node; FloatingPoint; Right-ascension of the Ascending Node; ; ; deg; 0; 360; ;
 ; ; ; ; ; 192; 64; ArgPerigee; Argument of Perigee; FloatingPoint; Argument of Perigee; ; ; deg; 0; 360; ;
 ; ; ; ; ; 256; 64; Bstar; B-Star drag term; FloatingPoint; B-Star drag term; ; ; ; 0; 1; ;
 ; ; ; ; ; 320; 64; MeanMotion; Mean Motion; FloatingPoint; Mean Motion; ; ; orbits/day; 0; 20; ;
 ; ; ; ; ; 384; 64; MeanAnomaly; Mean Anomaly; FloatingPoint; Mean Anomaly; ; ; deg; 0; 360; ;
 ; ; ; ; ; 448; 64; Epoch; Epoch; FloatingPoint; Epoch (year.day); ; ; year.day; 0; 100000; ; ; 0; 0; Configuration
46; OrbitInclination; Set SGP4 Orbit Inclination; Set SGP4 Orbit Inclination; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 0; 1; Configuration
47; OrbitEccentricity; Set SGP4 Orbit Eccentricity; Set SGP4 Orbit Eccentricity; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 1; 1; Configuration
48; OrbitRaan; Set SGP4 Orbit RAAN; Set SGP4 Orbit RAAN; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 2; 1; Configuration
49; OrbitArgPer; Set SGP4 Orbit Argument of Perigee; Set SGP4 Orbit Argument of Perigee; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 3; 1; Configuration
50; OrbitBStar; Set SGP4 Orbit B-Star Drag term; Set SGP4 Orbit B-Star Drag term; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 4; 1; Configuration
51; OrbitMeanMot; Set SGP4 Orbit Mean Motion; Set SGP4 Orbit Mean Motion; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 5; 1; Configuration
52; OrbitMeanAnom; Set SGP4 Orbit Mean Anomaly; Set SGP4 Orbit Mean Anomaly; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 6; 1; Configuration
53; OrbitEpoch; Set SGP4 Orbit Epoch; Set SGP4 Orbit Epoch; 8; ; ; ; ; ; ; ; ; ; ; ; ; OrbitParameters; 7; 1; Configuration
54; TrackingParams; Set Tracking Controller Gain Parameters; Set controller gains for tracking control mode; 12; ; ; ; ; ; ; ; ; ; ; ; ; AdcsConfig; 114; 3; Configuration
55; CmdTrackingTarget; Tracking Controller Target Reference; Target reference for tracking control mode; 12; 0; 32; LongRef; Geocentric longitude of target; FloatingPoint; Geocentric longitude of target; ; ; deg; 0; 360; ;
 ; ; ; ; ; 32; 32; LatRef; Geocentric latitude of target; FloatingPoint; Geocentric latitude of target; ; ; deg; -90; 90; ;
 ; ; ; ; ; 64; 32; AltRef; Geocentric altitude of target; FloatingPoint; Geocentric altitude of target; ; ; meter; -20000; 20000; ; ; 0; 0;
56; MagMode; Set Mode of Magnetometer Operation; Use of main or redundant magnetometer; 1; 0; 8; ModeSetting; Magnetometer Mode; Enumeration; Mode describing which magnetometer is used for estimation and control; ; ; ; 0; 0; MagModeVal; ; 0; 0;
57; Convert; Convert to JPG file; Convert raw or bmp files to JPG; 3; 0; 8; SrcFileCtr; Source File Counter; UnsignedInteger; Source File Counter; ; ; ; 0; 0; ;
 ; ; ; ; ; 8; 8; QualityFactor; Quality Factor; UnsignedInteger; Quality Factor; ; ; ; 0; 0; ;
 ; ; ; ; ; 16; 8; WhiteBalance; White Balance; UnsignedInteger; White Balance; ; ; ; 0; 0; ; ; 0; 0;
60; DefaultConfig; Default Configuration; Retrieves default configuration and saves it to flash; 0; ; 0; 0; Configuration
63; SaveConfig; Save Configuration; Save current configuration to flash memory; 0; ; 0; 0; Configuration
64; SaveOrbitParams; Save Orbit Parameters; Save current orbit parameters to flash memory; 0; ; 0; 0; Configuration
80; SaveImage; Save Image; Save and capture image from one of CubeSense cameras or CubeStar camera to SD card; 2; 0; 8; CameraSelect; Camera Select; Enumeration; Camera Selection; ; ; s; 0; 0; CamSelect;
 ; ; ; ; ; 8; 8; ImageSize; Image Size; Enumeration; Image size selection; ; ; s; 0; 0; ImSize; ; 0; 0;
104; LogSdConfig1; SD Log1 Configuration; Log selection and period for LOG1; 13; 0; 80; LogSelection; Log Selection; ByteArray; Log Selection - up to 80 flags indicating which telemetry frames should be logged; ; ; ; 0; 0; ;
 ; ; ; ; ; 80; 16; Period; Log Period; UnsignedInteger; Log period. Set to 0 to disable logging; ; ; ; 0; 0; ;
 ; ; ; ; ; 96; 8; Destination; Log Destination; Enumeration; Which SD card to use to store log file; ; ; ; 0; 0; SdLogSelect; ; 0; 0;
105; LogSdConfig2; SD Log2 Configuration; Log selection and period for LOG2; 13; 0; 80; LogSelection; Log Selection; ByteArray; Log Selection - up to 80 flags indicating which telemetry frames should be logged; ; ; ; 0; 0; ;
 ; ; ; ; ; 80; 16; Period; Log Period; UnsignedInteger; Log period. Set to 0 to disable logging; ; ; ; 0; 0; ;
 ; ; ; ; ; 96; 8; Destination; Log Destination; Enumeration; Which SD card to use to store log file; ; ; ; 0; 0; SdLogSelect; ; 0; 0;
106; LogUartConfig; UART Log Configuration; Log selection and period for UART (unsolicited TLM); 12; 0; 80; Selection; Log Selection; ByteArray; Log Selection - up to 80 flags indicating which telemetry frames should be logged; ; ; ; 0; 0; ;
 ; ; ; ; ; 80; 16; Period; Log Period; UnsignedInteger; Log period. Set to 0 to disable logging; ; ; ; 0; 0; ; ; 0; 0;
108; EraseFile; Erase File; Erase File; 3; 0; 8; FileType; File Type; Enumeration; File Type; ; ; ; 0; 0; FileType;
 ; ; ; ; ; 8; 8; FileCtr; File Counter; UnsignedInteger; File Counter; ; ; ; 0; 0; ;
 ; ; ; ; ; 16; 1; EraseAll; Erase All; Boolean; Erase All; ; ; ; 0; 0; ; ; 0; 0;
112; LoadDownloadBlock; Load File Download Block; Fill download buffer with file contents; 8; 0; 8; FileType; File Type; Enumeration; File Type; ; ; ; 0; 0; FileType;
 ; ; ; ; ; 8; 8; Counter; Counter; UnsignedInteger; Counter; ; ; ; 0; 0; ;
 ; ; ; ; ; 16; 32; Offset; Offset; UnsignedInteger; Offset; ; ; ; 0; 0; ;
 ; ; ; ; ; 48; 16; Length; BlockLength; UnsignedInteger; Block Length; ; ; ; 0; 0; ; ; 0; 0;
113; AdvanceFileListPtr; Advance File List Read Pointer; Advance File List Read Pointer; 0; ; 0; 0;
114; InitiateFileUpload; Initiate File Upload; Initiate File Upload; 2; 0; 8; Destination; Destination; Enumeration; Destination; ; ; ; 0; 0; FileUploadDestination;
 ; ; ; ; ; 8; 8; BlockSize; BlockSize; UnsignedInteger; Block Size; ; ; ; 0; 0; ; ; 0; 0;
115; FileUpload; File Upload Packet; File Upload Packet; 22; 0; 16; PacketNo; Packet Number; UnsignedInteger; Packet Number; ; ; ; 0; 0; ;
 ; ; ; ; ; 16; 160; FileBytes; File Bytes; ByteArray; File Bytes; ; ; ; 0; 0; ; ; 0; 0;
116; FinalizeUploadBlock; Finalize Upload Block; Finalize Uploaded File Block; 7; 0; 8; Destination; Destination; Enumeration; Destination; ; ; ; 0; 0; FileUploadDestination;
 ; ; ; ; ; 8; 32; Offset; Offset; UnsignedInteger; Offset into file; ; ; ; 0; 0; ;
 ; ; ; ; ; 40; 16; BlockLen; Block Length; UnsignedInteger; Length of block ; ; ; ; 0; 0; ; ; 0; 0;
117; ResetUploadBlock; Reset Upload Block; Reset HoleMap for Upload Block; 0; ; 0; 0;
118; ResetFileListPtr; Reset File List Read Pointer; Reset File List Read Pointer; 0; ; 0; 0;
119; DownloadBurst; Initiate Download Burst; Initiate Download Burst; 2; 0; 8; MessageLength; Message Length; UnsignedInteger; Message Length; ; ; ; 0; 0; ;
 ; ; ; ; ; 8; 1; IgnoreHoleMap; Ignore Hole Map; Boolean; Ignore Hole Map; ; ; ; 0; 0; ; ; 0; 0;
120; HoleMap1; Hole Map 1; File Upload Hole Map 1; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
121; HoleMap2; Hole Map 2; File Upload Hole Map 2; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
122; HoleMap3; Hole Map 3; File Upload Hole Map 3; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
123; HoleMap4; Hole Map 4; File Upload Hole Map 4; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
124; HoleMap5; Hole Map 5; File Upload Hole Map 5; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
125; HoleMap6; Hole Map 6; File Upload Hole Map 6; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
126; HoleMap7; Hole Map 7; File Upload Hole Map 7; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
127; HoleMap8; Hole Map 8; File Upload Hole Map 8; 16; 0; 128; HoleMap; Hole Map; ByteArray; Hole Map; ; ; ; 0; 0; ; ; 0; 0;
